,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
7896,Northern,West Bengal,Kottayam,5,Beach,1751,2.0,3.0,230,No,None,Religious,Morning
7897,Eastern,Karnataka,Mysuru,29,Mosque,1564,4.8,3.3,366,Yes,Few,Recreational,Morning
7898,Western,West Bengal,Rewari,3,Garden,1869,4.8,4.7,498,No,Few,Historical,Evening
7899,Eastern,Odisha,Bargarh,23,Mosque,1831,4.7,3.5,296,Yes,Many,Recreational,Evening
7900,Eastern,Gujarat,Agra,8,Market,1913,4.1,4.6,461,No,None,Recreational,Morning
7901,Eastern,Odisha,Navsari,11,Market,1871,2.1,4.9,336,Yes,Few,Local,Morning
7902,Eastern,Odisha,Jamnagar,4,Monument,1743,3.1,4.4,249,Yes,Few,Religious,Morning
7903,Eastern,Karnataka,Thrissur,31,Market,2019,3.2,3.7,423,Yes,None,Recreational,Afternoon
7904,Southern,Odisha,Sonipat,22,Mosque,1529,2.3,4.7,386,No,None,Historical,Evening
7905,Western,West Bengal,Hassan,23,Monument,1535,4.2,4.6,411,No,Few,Religious,Morning
7906,Northern,Karnataka,Rayagada,9,Mosque,1926,3.9,4.8,386,Yes,Many,Recreational,Morning
7907,Western,Uttar Pradesh,Morbi,33,Palace,1759,2.8,3.8,402,No,Many,Recreational,Evening
7908,Northern,Uttar Pradesh,Bahadurgarh,35,Monument,1615,2.6,3.9,233,Yes,Few,Local,Evening
7909,Southern,Uttar Pradesh,Bareilly,39,Mosque,1913,3.5,4.5,318,No,None,Scenic,Evening
7910,Eastern,Uttar Pradesh,Agra,4,Mosque,1853,3.7,4.0,345,Yes,Many,Recreational,Evening
7911,Eastern,Odisha,Rewari,50,Market,1639,2.8,4.2,489,Yes,None,Recreational,Afternoon
7912,Southern,Maharashtra,Alappuzha,16,Palace,1774,4.7,3.3,227,No,Many,Historical,Morning
7913,Northern,Gujarat,Valsad,44,Mosque,1594,3.8,3.5,226,Yes,Many,Scenic,Morning
7914,Western,Maharashtra,Kharagpur,4,Market,1883,3.0,4.4,367,Yes,Few,Recreational,Morning
7915,Eastern,Karnataka,Etawah,15,Beach,1612,4.9,3.1,327,No,Many,Recreational,Morning
7916,Western,West Bengal,Pathanamthitta,22,Palace,2008,3.5,4.0,206,Yes,None,Religious,Afternoon
7917,Eastern,Odisha,Jharsuguda,25,Palace,1629,3.0,5.0,482,Yes,Many,Religious,Afternoon
7918,Eastern,Maharashtra,Pattamundai,31,Park,1980,2.7,3.7,324,No,Many,Religious,Afternoon
7919,Eastern,Karnataka,Mehsana,17,Mosque,2022,2.6,3.3,279,No,Few,Scenic,Evening
7920,Eastern,West Bengal,Mysuru,26,Garden,1719,4.9,3.9,363,No,None,Religious,Evening
7921,Northern,Gujarat,Etawah,13,Beach,2007,2.8,3.2,227,Yes,None,Recreational,Afternoon
7922,Northern,West Bengal,Rohtak,13,Beach,1635,3.7,4.5,372,No,Few,Historical,Morning
7923,Southern,Odisha,Pathanamthitta,35,Garden,1930,4.7,3.0,456,No,None,Scenic,Evening
7924,Eastern,Uttar Pradesh,Gulbarga,32,Monument,1886,4.3,3.4,315,Yes,None,Local,Afternoon
7925,Western,Delhi,Bahadurgarh,41,Market,1944,4.2,5.0,256,No,Few,Historical,Afternoon
7926,Western,Maharashtra,Latur,19,Monument,1710,4.7,4.8,283,No,None,Historical,Afternoon
7927,Southern,West Bengal,Idukki,41,Market,1572,4.0,4.1,235,No,None,Historical,Morning
7928,Western,Karnataka,Haldia,35,Mosque,1527,4.6,3.7,295,Yes,Few,Religious,Morning
7929,Southern,Kerala,Rohtak,8,Beach,1530,5.0,3.2,448,Yes,Many,Scenic,Afternoon
7930,Southern,Kerala,Palakkad,14,Beach,2016,3.3,4.8,300,No,Few,Historical,Evening
7931,Western,Uttar Pradesh,Palakkad,22,Mosque,1518,3.7,3.1,265,Yes,None,Local,Afternoon
7932,Northern,Kerala,Krishnanagar,49,Monument,1633,2.2,4.3,467,Yes,Few,Local,Evening
7933,Western,Odisha,Bareilly,42,Garden,1864,4.5,3.7,397,No,Many,Recreational,Evening
7934,Southern,Uttar Pradesh,Bahadurgarh,47,Mosque,1609,2.2,3.8,434,Yes,None,Recreational,Afternoon
7935,Northern,West Bengal,Latur,18,Garden,1546,4.3,3.2,283,Yes,Many,Religious,Morning
7936,Western,West Bengal,Pathanamthitta,50,Market,1813,2.3,4.1,337,No,Few,Recreational,Afternoon
7937,Western,West Bengal,Etawah,48,Market,1989,3.2,4.1,350,Yes,Many,Religious,Afternoon
7938,Southern,Maharashtra,Morbi,33,Garden,1857,4.4,4.9,263,No,Many,Local,Evening
7939,Western,Delhi,Navsari,7,Beach,1660,3.6,4.3,267,No,None,Recreational,Morning
7940,Southern,Gujarat,Anand,46,Mosque,1949,2.8,3.2,204,No,Many,Recreational,Afternoon
7941,Southern,Odisha,Etawah,37,Beach,2021,3.4,3.2,375,Yes,Few,Religious,Afternoon
7942,Western,Karnataka,Barasat,7,Market,1840,4.6,4.9,332,Yes,Many,Recreational,Afternoon
7943,Eastern,Delhi,Shivamogga,14,Monument,2006,3.9,4.1,493,No,Many,Scenic,Evening
7944,Eastern,Odisha,Hassan,37,Garden,1647,4.1,3.3,254,No,None,Historical,Morning
7945,Northern,Odisha,Jalna,14,Market,1862,3.6,5.0,283,Yes,Many,Recreational,Evening
7946,Southern,Maharashtra,Navsari,19,Mosque,1558,3.8,4.5,208,Yes,Few,Religious,Morning
7947,Northern,Kerala,Agra,7,Monument,1715,4.0,4.1,349,No,Few,Historical,Morning
7948,Eastern,Karnataka,Akola,49,Palace,1965,3.7,4.4,427,No,Many,Recreational,Morning
7949,Southern,West Bengal,Kasaragod,12,Market,1634,3.9,4.7,396,No,None,Historical,Morning
7950,Western,Gujarat,Koraput,12,Park,1773,3.0,4.2,351,No,Many,Scenic,Evening
7951,Eastern,Odisha,Hisar,43,Palace,1807,2.5,4.9,414,Yes,None,Historical,Evening
7952,Northern,Karnataka,Anand,1,Beach,1891,4.5,3.9,330,Yes,Many,Recreational,Evening
7953,Eastern,Delhi,Jharsuguda,31,Palace,1572,2.5,3.8,432,Yes,Few,Religious,Afternoon
7954,Western,Kerala,Bahadurgarh,11,Palace,1713,2.0,4.0,292,Yes,Many,Local,Morning
7955,Southern,Gujarat,Rewari,29,Garden,1860,4.0,4.1,477,Yes,None,Historical,Morning
7956,Western,West Bengal,Latur,49,Palace,1783,4.3,3.1,455,Yes,Few,Local,Afternoon
7957,Southern,Odisha,Akola,41,Park,1969,4.0,3.9,223,Yes,Many,Religious,Afternoon
7958,Eastern,Karnataka,Bardhaman,16,Beach,1625,2.4,3.5,459,Yes,Few,Recreational,Evening
7959,Western,Gujarat,Mehsana,46,Mosque,1819,4.1,3.1,374,Yes,None,Scenic,Afternoon
7960,Northern,Odisha,Bargarh,38,Park,2001,2.7,4.5,378,Yes,Many,Religious,Afternoon
7961,Eastern,Karnataka,Hisar,40,Mosque,1825,3.6,4.3,317,No,None,Religious,Evening
7962,Northern,West Bengal,Jharsuguda,16,Monument,1627,4.4,4.2,225,No,Few,Historical,Morning
7963,Northern,West Bengal,Brahmapur,22,Park,1864,3.1,3.6,394,No,Few,Religious,Morning
7964,Northern,Gujarat,Mehsana,15,Garden,1746,3.9,4.7,315,No,None,Recreational,Morning
7965,Southern,West Bengal,Hassan,29,Garden,2016,4.5,4.9,360,No,Few,Recreational,Morning
7966,Western,Delhi,Pathanamthitta,29,Mosque,1702,3.8,3.7,491,No,Few,Historical,Morning
7967,Eastern,Uttar Pradesh,Basti,14,Palace,1826,4.0,3.6,468,No,None,Religious,Afternoon
7968,Western,Gujarat,Pathanamthitta,35,Park,1534,4.7,3.6,235,Yes,Few,Historical,Afternoon
7969,Southern,Gujarat,Bahadurgarh,31,Market,1537,4.3,3.5,273,Yes,None,Local,Morning
7970,Southern,Odisha,Rayagada,37,Palace,1703,2.6,4.0,330,No,Few,Historical,Evening
7971,Southern,Odisha,Jharsuguda,17,Beach,1986,2.4,4.1,359,Yes,Many,Local,Evening
7972,Southern,Karnataka,Patan,34,Garden,1538,2.5,3.3,236,Yes,Few,Recreational,Afternoon
7973,Southern,West Bengal,Kharagpur,19,Park,1741,2.2,3.3,426,No,None,Scenic,Evening
7974,Eastern,Karnataka,Kasaragod,46,Beach,1580,2.1,4.2,485,Yes,Few,Historical,Evening
7975,Southern,Karnataka,Idukki,29,Monument,1581,3.1,4.6,361,Yes,None,Scenic,Evening
7976,Northern,Delhi,Patan,15,Market,1762,3.2,4.6,469,Yes,None,Religious,Evening
7977,Western,Delhi,Shivamogga,48,Garden,1801,3.2,3.8,202,No,Few,Scenic,Afternoon
7978,Western,Kerala,Alappuzha,19,Palace,1559,3.7,3.4,242,No,None,Religious,Afternoon
7979,Western,Odisha,Sangli,31,Garden,1939,4.4,4.1,427,Yes,Few,Religious,Evening
7980,Southern,Odisha,Barasat,16,Monument,1573,2.7,4.0,200,No,Many,Local,Morning
7981,Southern,Maharashtra,Bahadurgarh,24,Garden,1893,2.8,4.4,410,Yes,None,Scenic,Evening
7982,Western,West Bengal,Koraput,17,Garden,1729,2.7,4.4,378,No,Many,Religious,Evening
7983,Eastern,Delhi,Faizabad,22,Park,1923,4.2,5.0,375,No,None,Recreational,Morning
7984,Northern,Uttar Pradesh,Chandrapur,50,Mosque,1938,3.2,4.7,407,Yes,Few,Local,Evening
7985,Southern,Kerala,Amravati,4,Palace,1857,3.3,4.7,459,No,Many,Religious,Afternoon
7986,Northern,Gujarat,Morbi,23,Beach,1763,4.5,4.5,485,Yes,Few,Scenic,Afternoon
7987,Eastern,Kerala,Basti,10,Mosque,1776,2.8,4.6,251,No,Few,Religious,Morning
7988,Southern,Karnataka,Koraput,48,Park,1632,4.9,3.0,442,Yes,None,Religious,Morning
7989,Eastern,Karnataka,Faizabad,3,Beach,1711,3.7,4.1,263,No,None,Recreational,Morning
7990,Western,West Bengal,Krishnanagar,4,Mosque,1834,2.9,4.8,292,No,Many,Local,Afternoon
7991,Southern,Odisha,Gulbarga,31,Mosque,1804,4.9,4.2,457,No,Many,Local,Evening
7992,Northern,Delhi,Balasore,18,Beach,1505,3.1,4.2,206,No,Few,Scenic,Afternoon
7993,Western,Maharashtra,Rohtak,32,Beach,1593,3.0,3.7,375,No,None,Historical,Morning
7994,Southern,Gujarat,Mehsana,20,Beach,1607,2.4,4.6,289,Yes,None,Recreational,Afternoon
7995,Northern,Delhi,Jalna,21,Palace,1795,5.0,4.2,237,Yes,None,Scenic,Evening
7996,Southern,West Bengal,Palakkad,43,Beach,1734,4.8,4.7,269,Yes,Few,Scenic,Afternoon
7997,Northern,Gujarat,Jharsuguda,27,Palace,1677,2.9,4.1,315,No,Many,Local,Morning
7998,Northern,Maharashtra,Jharsuguda,47,Beach,1956,4.4,3.5,414,No,Many,Religious,Evening
7999,Western,Delhi,Koraput,16,Market,1628,4.9,3.7,239,Yes,Many,Recreational,Afternoon
8000,Southern,Delhi,Amravati,26,Mosque,1802,2.6,4.8,452,Yes,Many,Recreational,Evening
8001,Western,West Bengal,Sangli,49,Monument,2008,2.6,4.1,440,No,Few,Historical,Morning
8002,Western,Uttar Pradesh,Pattamundai,3,Mosque,1893,4.5,3.0,374,Yes,Few,Historical,Afternoon
8003,Western,Uttar Pradesh,Patan,8,Garden,1886,4.5,3.3,211,No,Few,Historical,Evening
8004,Northern,Delhi,Etawah,13,Beach,1646,2.5,4.2,324,No,Many,Historical,Morning
8005,Southern,Odisha,Kottayam,18,Park,2006,4.4,3.1,437,No,Few,Recreational,Morning
8006,Southern,Gujarat,Valsad,23,Palace,1867,2.8,3.9,223,No,Few,Historical,Evening
8007,Northern,Kerala,Bardhaman,49,Park,1789,4.6,4.5,431,No,Many,Scenic,Afternoon
8008,Northern,West Bengal,Sonipat,16,Market,1911,2.5,4.9,462,Yes,Few,Scenic,Afternoon
8009,Western,Delhi,Etawah,21,Market,1942,4.0,4.7,340,No,Few,Recreational,Morning
8010,Northern,Odisha,Bareilly,43,Market,1691,3.0,4.3,254,Yes,Many,Religious,Afternoon
8011,Eastern,West Bengal,Jamnagar,47,Beach,1843,3.3,3.9,369,No,Few,Local,Morning
8012,Eastern,Odisha,Hisar,28,Market,1917,4.0,4.4,447,No,Many,Local,Morning
8013,Southern,Odisha,Krishnanagar,41,Palace,1698,4.9,4.1,444,Yes,None,Recreational,Evening
8014,Eastern,Kerala,Mathura,36,Palace,1660,4.9,4.8,412,No,None,Recreational,Morning
8015,Western,Delhi,Mysuru,33,Garden,1592,4.0,4.3,464,Yes,Many,Recreational,Afternoon
8016,Southern,Delhi,Jharsuguda,15,Monument,1692,4.0,4.6,291,No,None,Local,Morning
8017,Eastern,Gujarat,Morbi,47,Palace,1834,2.4,3.5,295,No,None,Local,Morning
8018,Eastern,Maharashtra,Bardhaman,50,Park,1648,4.0,3.2,347,Yes,Many,Religious,Morning
8019,Eastern,Delhi,Rayagada,47,Mosque,1856,4.6,3.5,391,Yes,None,Recreational,Afternoon
8020,Eastern,Kerala,Morbi,15,Palace,1589,2.3,3.9,281,Yes,Few,Scenic,Morning
8021,Eastern,Uttar Pradesh,Pattamundai,47,Palace,1828,3.9,4.0,224,No,Few,Recreational,Afternoon
8022,Eastern,Gujarat,Navsari,17,Garden,1527,5.0,4.1,492,Yes,Few,Religious,Afternoon
8023,Southern,Odisha,Sangli,35,Mosque,1661,3.5,4.0,354,No,None,Historical,Morning
8024,Northern,West Bengal,Alappuzha,2,Park,1969,3.8,3.3,218,No,None,Scenic,Evening
8025,Southern,Delhi,Bidar,11,Market,1603,4.0,3.7,347,Yes,Few,Local,Morning
8026,Eastern,West Bengal,Bardhaman,40,Palace,1684,2.2,3.3,301,No,None,Local,Morning
8027,Northern,Maharashtra,Haldia,24,Mosque,1723,2.7,4.1,422,No,Many,Recreational,Afternoon
8028,Southern,Karnataka,Thrissur,40,Mosque,1826,2.6,3.9,309,No,Few,Local,Morning
8029,Western,Kerala,Mathura,8,Park,1839,4.1,3.3,443,No,None,Historical,Evening
8030,Southern,Uttar Pradesh,Mysuru,16,Market,1961,4.0,4.7,228,Yes,Few,Historical,Evening
8031,Eastern,Karnataka,Valsad,5,Garden,1812,4.4,4.6,403,No,Many,Religious,Afternoon
8032,Western,Delhi,Pathanamthitta,34,Monument,1589,4.9,3.5,228,Yes,Many,Recreational,Evening
8033,Northern,Odisha,Rayagada,34,Market,1818,4.6,3.8,231,No,Many,Local,Morning
8034,Western,West Bengal,Pattamundai,1,Mosque,1726,2.4,3.1,338,Yes,Few,Recreational,Evening
8035,Northern,Maharashtra,Navsari,31,Beach,1661,3.2,4.4,429,Yes,Many,Historical,Afternoon
8036,Western,Maharashtra,Rewari,19,Beach,1601,3.9,3.7,420,Yes,None,Scenic,Evening
8037,Western,West Bengal,Sangli,43,Garden,1708,2.9,4.3,456,No,Many,Religious,Morning
8038,Western,Gujarat,Kottayam,41,Park,1692,2.1,4.8,438,Yes,Many,Scenic,Afternoon
8039,Eastern,West Bengal,Etawah,14,Park,1501,4.2,4.4,489,Yes,Many,Religious,Afternoon
8040,Northern,Maharashtra,Raichur,40,Monument,1882,4.8,3.3,333,No,Many,Recreational,Afternoon
8041,Western,Uttar Pradesh,Patan,14,Monument,1708,2.8,4.8,265,Yes,Few,Religious,Afternoon
8042,Northern,Delhi,Malda,42,Park,1947,3.5,3.4,257,Yes,Few,Historical,Morning
8043,Eastern,Maharashtra,Hisar,35,Beach,1566,2.0,3.4,261,Yes,Few,Scenic,Afternoon
8044,Eastern,West Bengal,Rohtak,1,Beach,1522,2.7,4.0,291,Yes,None,Recreational,Afternoon
8045,Southern,Odisha,Malda,31,Market,1917,2.8,4.6,442,Yes,Few,Religious,Afternoon
8046,Eastern,Odisha,Palakkad,11,Mosque,2023,2.0,3.6,478,No,Few,Recreational,Evening
8047,Southern,Delhi,Latur,26,Market,1997,2.8,4.4,231,Yes,Many,Local,Evening
8048,Southern,Gujarat,Pathanamthitta,47,Monument,1539,3.1,3.1,372,Yes,Many,Scenic,Afternoon
8049,Southern,West Bengal,Mathura,14,Park,1763,4.2,4.6,278,Yes,None,Recreational,Afternoon
8050,Western,Delhi,Haldia,9,Garden,1902,3.5,4.0,357,Yes,Few,Scenic,Afternoon
8051,Northern,Kerala,Rohtak,49,Park,1817,3.8,3.9,258,Yes,Many,Scenic,Afternoon
8052,Southern,Odisha,Bahadurgarh,3,Garden,1748,4.7,4.5,443,Yes,Many,Recreational,Morning
8053,Western,West Bengal,Kasaragod,18,Park,1617,2.2,5.0,498,No,Few,Historical,Afternoon
8054,Western,Gujarat,Sangli,24,Market,1976,3.6,4.8,239,Yes,Few,Recreational,Morning
8055,Western,Delhi,Thrissur,32,Park,1746,3.8,5.0,312,No,Many,Recreational,Evening
8056,Northern,Maharashtra,Rewari,41,Beach,1739,2.6,4.9,391,Yes,Few,Scenic,Morning
8057,Eastern,West Bengal,Hisar,9,Palace,1876,3.8,3.9,381,Yes,None,Local,Morning
8058,Northern,Uttar Pradesh,Mehsana,9,Park,1942,2.5,3.7,279,Yes,Many,Religious,Morning
8059,Northern,Maharashtra,Navsari,28,Palace,1952,3.2,4.2,272,Yes,Few,Recreational,Afternoon
8060,Western,West Bengal,Idukki,32,Beach,1818,2.9,3.6,424,No,Few,Historical,Morning
8061,Eastern,Uttar Pradesh,Sangli,50,Beach,1555,2.3,3.4,472,Yes,None,Religious,Afternoon
8062,Eastern,Gujarat,Alappuzha,4,Palace,1999,3.5,3.8,396,No,None,Historical,Morning
8063,Northern,Kerala,Hisar,40,Beach,1875,2.5,4.1,490,No,None,Local,Morning
8064,Southern,Delhi,Sangli,4,Monument,1776,4.3,4.1,308,Yes,Many,Recreational,Afternoon
8065,Western,Delhi,Rohtak,25,Garden,1764,4.2,4.9,350,No,Many,Recreational,Morning
8066,Eastern,Odisha,Anand,25,Palace,1790,4.8,3.8,248,Yes,None,Scenic,Morning
8067,Northern,Maharashtra,Faizabad,35,Palace,1855,2.6,3.5,494,Yes,None,Historical,Morning
8068,Western,Gujarat,Pattamundai,38,Market,1836,3.3,4.6,434,No,None,Religious,Morning
8069,Southern,Odisha,Balasore,14,Mosque,1504,4.4,4.4,280,Yes,Few,Scenic,Morning
8070,Western,Delhi,Anand,39,Market,1577,4.4,4.1,381,No,Many,Historical,Afternoon
8071,Southern,Odisha,Raichur,6,Palace,1503,3.8,5.0,204,Yes,Many,Historical,Morning
8072,Western,Karnataka,Jamnagar,41,Garden,1589,3.0,4.5,284,Yes,None,Recreational,Evening
8073,Northern,Karnataka,Bardhaman,8,Garden,1553,4.1,4.0,488,Yes,Many,Scenic,Afternoon
8074,Western,Kerala,Gulbarga,23,Market,1505,2.7,4.4,304,Yes,None,Recreational,Afternoon
8075,Northern,Odisha,Pattamundai,21,Beach,1700,2.3,3.3,404,No,Many,Scenic,Evening
8076,Eastern,Karnataka,Panipat,47,Palace,1633,2.4,3.2,423,No,Many,Local,Evening
8077,Western,Kerala,Latur,18,Mosque,1560,3.6,4.0,348,Yes,Many,Historical,Afternoon
8078,Western,Gujarat,Jamnagar,36,Monument,1671,2.7,4.7,388,Yes,Many,Local,Evening
8079,Southern,Uttar Pradesh,Pathanamthitta,4,Palace,1570,3.6,4.0,429,No,Few,Recreational,Evening
8080,Eastern,Maharashtra,Brahmapur,14,Monument,1513,2.9,4.3,470,No,None,Historical,Morning
8081,Eastern,Delhi,Pattamundai,29,Monument,1953,2.6,4.0,288,Yes,Few,Religious,Afternoon
8082,Eastern,Kerala,Alappuzha,6,Park,1516,4.5,3.0,398,Yes,Many,Recreational,Afternoon
8083,Southern,West Bengal,Mathura,33,Palace,1759,4.7,4.5,431,Yes,Few,Historical,Evening
8084,Eastern,Kerala,Mysuru,20,Beach,1809,4.9,3.1,224,Yes,Many,Religious,Evening
8085,Northern,Odisha,Amravati,39,Beach,1777,3.9,4.3,302,Yes,None,Scenic,Evening
8086,Southern,Odisha,Bardhaman,32,Garden,1782,4.9,4.1,474,Yes,None,Historical,Morning
8087,Western,Karnataka,Navsari,15,Palace,1969,3.2,4.8,266,No,None,Scenic,Evening
8088,Eastern,Maharashtra,Chandrapur,28,Beach,1551,3.2,4.4,405,No,None,Scenic,Morning
8089,Southern,Odisha,Mysuru,33,Monument,1711,4.5,3.7,358,Yes,Few,Religious,Evening
8090,Eastern,Uttar Pradesh,Alappuzha,26,Monument,1878,3.8,3.5,491,No,Many,Local,Morning
8091,Western,Karnataka,Basti,8,Beach,1862,2.5,3.3,230,Yes,None,Historical,Morning
8092,Western,West Bengal,Thrissur,5,Mosque,2021,3.1,4.4,244,No,None,Religious,Morning
8093,Western,Maharashtra,Palakkad,48,Market,1863,4.0,4.7,318,No,Many,Historical,Afternoon
8094,Southern,Uttar Pradesh,Raichur,20,Market,1982,4.2,4.3,364,Yes,Many,Scenic,Evening
8095,Eastern,Kerala,Rewari,13,Market,1599,2.1,3.5,233,No,None,Local,Morning
8096,Western,Kerala,Jharsuguda,40,Garden,1720,4.5,3.9,249,Yes,Few,Religious,Afternoon
8097,Northern,Maharashtra,Bidar,6,Beach,1604,2.1,3.0,232,Yes,Many,Scenic,Morning
8098,Southern,Odisha,Etawah,48,Palace,2004,4.9,4.8,230,Yes,Many,Recreational,Afternoon
8099,Northern,Uttar Pradesh,Etawah,5,Mosque,1693,3.2,4.0,238,No,None,Recreational,Afternoon
8100,Northern,Karnataka,Bardhaman,5,Park,1869,3.9,4.1,255,No,Many,Historical,Evening
8101,Western,Uttar Pradesh,Amravati,29,Market,1716,2.5,5.0,206,Yes,None,Local,Morning
8102,Northern,Uttar Pradesh,Sonipat,20,Park,1913,4.2,3.4,403,No,None,Scenic,Afternoon
8103,Northern,Kerala,Bardhaman,25,Monument,1565,4.7,4.6,400,No,Many,Historical,Morning
8104,Northern,Maharashtra,Raichur,40,Mosque,1688,2.9,3.1,433,Yes,Many,Recreational,Morning
8105,Northern,Delhi,Rohtak,15,Mosque,1845,3.6,4.3,395,No,Few,Scenic,Evening
8106,Eastern,Odisha,Etawah,39,Beach,1648,4.0,4.6,361,Yes,None,Religious,Evening
8107,Western,Kerala,Jamnagar,36,Monument,1772,2.4,3.9,458,Yes,None,Recreational,Morning
8108,Western,Karnataka,Sangli,4,Garden,1804,3.8,4.2,374,Yes,Few,Scenic,Evening
8109,Eastern,Uttar Pradesh,Kasaragod,44,Monument,1975,5.0,4.2,243,Yes,Many,Recreational,Evening
8110,Northern,Karnataka,Shivamogga,22,Monument,1957,4.3,4.8,230,Yes,Many,Recreational,Morning
8111,Western,Kerala,Bargarh,12,Mosque,1617,2.6,3.9,383,Yes,None,Recreational,Evening
8112,Southern,Uttar Pradesh,Patan,24,Monument,1845,2.1,4.1,471,Yes,None,Recreational,Evening
8113,Southern,Gujarat,Jamnagar,34,Garden,1664,2.9,3.6,275,Yes,Many,Local,Evening
8114,Eastern,Kerala,Barasat,6,Market,1881,3.7,4.2,459,No,None,Scenic,Afternoon
8115,Northern,Kerala,Rayagada,8,Mosque,1649,4.0,3.3,469,Yes,None,Scenic,Afternoon
8116,Northern,Uttar Pradesh,Mathura,23,Park,1741,4.5,3.1,247,Yes,None,Religious,Morning
8117,Western,Uttar Pradesh,Agra,41,Mosque,1780,3.1,4.1,267,No,Few,Religious,Afternoon
8118,Eastern,Karnataka,Krishnanagar,29,Beach,1975,5.0,3.4,349,No,None,Recreational,Afternoon
8119,Northern,Odisha,Patan,23,Market,1931,3.4,4.9,415,Yes,None,Recreational,Afternoon
8120,Southern,Uttar Pradesh,Morbi,32,Beach,1617,2.2,3.8,498,No,Many,Scenic,Afternoon
8121,Southern,Odisha,Etawah,6,Palace,1656,3.6,3.4,354,Yes,None,Recreational,Evening
8122,Northern,Kerala,Faizabad,15,Beach,1987,3.7,4.8,401,No,Many,Historical,Evening
8123,Western,Odisha,Pathanamthitta,50,Market,1567,4.0,4.4,201,Yes,None,Scenic,Evening
8124,Western,West Bengal,Koraput,34,Garden,1849,4.7,4.1,456,Yes,Many,Scenic,Afternoon
8125,Eastern,Kerala,Mathura,45,Mosque,1972,5.0,3.4,355,Yes,None,Local,Evening
8126,Eastern,Delhi,Rewari,50,Mosque,1517,4.5,3.1,483,No,None,Historical,Afternoon
8127,Eastern,Kerala,Krishnanagar,25,Mosque,1520,2.9,4.1,347,Yes,None,Scenic,Afternoon
8128,Southern,Delhi,Barasat,22,Park,1791,2.4,3.1,295,Yes,Many,Recreational,Evening
8129,Western,Maharashtra,Kharagpur,16,Garden,1940,2.6,4.3,233,Yes,Many,Historical,Afternoon
8130,Southern,Uttar Pradesh,Palakkad,48,Monument,1681,4.4,4.8,430,No,None,Religious,Evening
8131,Southern,Delhi,Basti,4,Park,1790,4.8,3.6,481,No,Few,Religious,Evening
8132,Western,Karnataka,Raichur,37,Market,1962,3.3,4.1,393,No,Few,Religious,Afternoon
8133,Eastern,Gujarat,Sonipat,13,Market,1642,4.3,3.8,407,No,Few,Religious,Morning
8134,Eastern,Uttar Pradesh,Hisar,21,Garden,1861,3.2,4.3,457,Yes,Many,Historical,Morning
8135,Eastern,Kerala,Faizabad,38,Monument,1602,2.9,4.8,396,No,Few,Local,Afternoon
8136,Southern,Delhi,Shivamogga,44,Garden,1567,2.8,3.3,393,No,Many,Historical,Morning
8137,Southern,Uttar Pradesh,Mehsana,17,Mosque,1534,3.7,4.4,284,No,Many,Religious,Evening
8138,Northern,West Bengal,Pathanamthitta,22,Mosque,1500,3.3,3.6,464,Yes,None,Scenic,Evening
8139,Eastern,Delhi,Thrissur,40,Palace,1537,4.9,3.2,314,Yes,Few,Religious,Afternoon
8140,Western,Gujarat,Jalna,38,Mosque,1647,4.4,4.4,432,Yes,Many,Historical,Afternoon
8141,Western,Karnataka,Mysuru,8,Market,1654,3.3,4.5,487,No,Few,Scenic,Evening
8142,Southern,Odisha,Palakkad,43,Park,1533,2.6,4.8,305,No,Many,Local,Afternoon
8143,Southern,Uttar Pradesh,Krishnanagar,3,Park,1753,4.9,3.9,236,No,None,Historical,Morning
8144,Western,Karnataka,Morbi,43,Garden,1647,2.6,3.4,207,Yes,None,Local,Afternoon
8145,Northern,Uttar Pradesh,Raichur,33,Garden,1903,4.2,3.7,291,No,Many,Historical,Morning
8146,Northern,Uttar Pradesh,Bargarh,4,Market,1880,4.9,3.6,277,Yes,Few,Religious,Afternoon
8147,Eastern,Karnataka,Valsad,17,Garden,1815,2.2,4.2,247,No,None,Local,Afternoon
8148,Southern,Kerala,Bareilly,38,Mosque,1944,2.4,3.9,258,Yes,None,Historical,Morning
8149,Eastern,Gujarat,Koraput,4,Beach,1905,2.6,4.4,271,No,None,Recreational,Afternoon
8150,Northern,West Bengal,Faizabad,32,Beach,1731,3.5,3.6,254,Yes,Few,Historical,Afternoon
8151,Southern,Gujarat,Hassan,29,Market,1955,4.3,4.7,250,Yes,Few,Local,Morning
8152,Western,Odisha,Mysuru,6,Beach,1685,2.0,3.4,429,Yes,Few,Scenic,Evening
8153,Southern,Odisha,Hisar,6,Mosque,1945,4.1,4.0,345,No,None,Historical,Afternoon
8154,Eastern,Uttar Pradesh,Faizabad,31,Palace,1761,2.8,3.9,242,Yes,Few,Religious,Afternoon
8155,Western,West Bengal,Rewari,47,Palace,1643,3.8,4.2,280,No,Many,Local,Evening
8156,Northern,Maharashtra,Sangli,22,Beach,1549,4.7,4.5,464,No,Many,Local,Evening
8157,Eastern,Uttar Pradesh,Jalna,50,Palace,1583,3.1,3.6,446,Yes,Many,Local,Evening
8158,Northern,Gujarat,Kottayam,24,Mosque,1784,4.1,4.9,355,Yes,None,Local,Morning
